recvcpu,seq,origseq,latency,sendtime,recvtime,dest,responder,outttl,recvttl,sport,dport,protocol,outipid,inipid
4,156,1405,146684181,5448665968574,5448812652755,10.10.4.2,10.10.3.2,2,63,41574,5020,6,34338,34338
4,158,46511,147932287,5448687701088,5448835633375,10.10.4.2,10.10.3.2,2,63,41574,5020,6,34528,34528
4,160,26082,149243311,5448709517186,5448858760497,10.10.4.2,10.10.3.2,2,63,41574,5020,6,34718,34718
4,162,34268,149322485,5448731315626,5448880638111,10.10.4.2,10.10.3.2,2,63,41574,5020,6,34898,34898
4,164,32043,150883546,5448753103901,5448903987447,10.10.4.2,10.10.3.2,2,63,41574,5020,6,35093,35093
4,166,11614,152164022,5448774937767,5448927101789,10.10.4.2,10.10.3.2,2,63,41574,5020,6,35283,35283
4,168,56720,153447080,5448796734516,5448950181596,10.10.4.2,10.10.3.2,2,63,41574,5020,6,35473,35473
4,170,36291,154606162,5448818541248,5448973147410,10.10.4.2,10.10.3.2,2,63,41574,5020,6,35663,35663
4,172,44477,154592442,5448840347298,5448994939740,10.10.4.2,10.10.3.2,2,63,41574,5020,6,35843,35843
4,174,42252,156536018,5448862154295,5449018690313,10.10.4.2,10.10.3.2,2,63,41574,5020,6,36038,36038
4,176,21823,157717197,5448883975296,5449041692493,10.10.4.2,10.10.3.2,2,63,41574,5020,6,36228,36228
4,178,1394,159000912,5448905737692,5449064738604,10.10.4.2,10.10.3.2,2,63,41574,5020,6,36418,36418
3,195,1484,284253,5449091097837,5449091382090,10.10.4.2,10.10.1.2,1,64,41574,5020,6,38018,38018
3,197,46590,333573,5449112981145,5449113314718,10.10.4.2,10.10.1.2,1,64,41574,5020,6,38208,38208
3,199,25905,341631,5449134635353,5449134976984,10.10.4.2,10.10.1.2,1,64,41574,5020,6,38398,38398
3,201,5476,341215,5449156610624,5449156951839,10.10.4.2,10.10.1.2,1,64,41574,5020,6,38588,38588
3,203,50582,284654,5449178397528,5449178682182,10.10.4.2,10.10.1.2,1,64,41574,5020,6,38778,38778
3,205,11693,269954,5449200214809,5449200484763,10.10.4.2,10.10.1.2,1,64,41574,5020,6,38963,38963
3,207,56799,334581,5449222007748,5449222342329,10.10.4.2,10.10.1.2,1,64,41574,5020,6,39153,39153
3,209,36114,335363,5449243770574,5449244105937,10.10.4.2,10.10.1.2,1,64,41574,5020,6,39343,39343
3,211,15685,391435,5449265577651,5449265969086,10.10.4.2,10.10.1.2,1,64,41574,5020,6,39533,39533
3,213,60791,237377,5449287373365,5449287610742,10.10.4.2,10.10.1.2,1,64,41574,5020,6,39723,39723
3,215,21902,343007,5449309176407,5449309519414,10.10.4.2,10.10.1.2,1,64,41574,5020,6,39908,39908
3,217,1473,351940,5449330983131,5449331335071,10.10.4.2,10.10.1.2,1,64,41574,5020,6,40098,40098
3,219,46579,292619,5449352871485,5449353164104,10.10.4.2,10.10.1.2,1,64,41574,5020,6,40288,40288
3,221,25894,370587,5449374588920,5449374959507,10.10.4.2,10.10.1.2,1,64,41574,5020,6,40478,40478
3,223,5465,269020,5449396390499,5449396659519,10.10.4.2,10.10.1.2,1,64,41574,5020,6,40668,40668
3,225,32111,353754,5449418256767,5449418610521,10.10.4.2,10.10.1.2,1,64,41574,5020,6,40853,40853
3,227,11682,383751,5449440022412,5449440406163,10.10.4.2,10.10.1.2,1,64,41574,5020,6,41043,41043
3,229,56788,289612,5449461871629,5449462161241,10.10.4.2,10.10.1.2,1,64,41574,5020,6,41233,41233
3,231,36103,345922,5449483680982,5449484026904,10.10.4.2,10.10.1.2,1,64,41574,5020,6,41423,41423
3,233,15674,322665,5449505483218,5449505805883,10.10.4.2,10.10.1.2,1,64,41574,5020,6,41613,41613
3,235,42320,375675,5449527290080,5449527665755,10.10.4.2,10.10.1.2,1,64,41574,5020,6,41798,41798
3,237,21891,340373,5449549093901,5449549434274,10.10.4.2,10.10.1.2,1,64,41574,5020,6,41988,41988
3,239,1462,336215,5449570909232,5449571245447,10.10.4.2,10.10.1.2,1,64,41574,5020,6,42178,42178
3,241,46568,364103,5449592644488,5449593008591,10.10.4.2,10.10.1.2,1,64,41574,5020,6,42368,42368
3,243,25883,318307,5449614514796,5449614833103,10.10.4.2,10.10.1.2,1,64,41574,5020,6,42558,42558
3,245,52529,325135,5449636263676,5449636588811,10.10.4.2,10.10.1.2,1,64,41574,5020,6,42743,42743
3,247,32100,339473,5449658066553,5449658406026,10.10.4.2,10.10.1.2,1,64,41574,5020,6,42933,42933
3,249,11671,341503,5449679834301,5449680175804,10.10.4.2,10.10.1.2,1,64,41574,5020,6,43123,43123
3,251,36286,390162,5449701694077,5449702084239,10.10.4.2,10.10.1.2,1,64,41574,5020,6,43311,43311
3,253,36348,327430,5449723503829,5449723831259,10.10.4.2,10.10.1.2,1,64,41574,5020,6,43503,43503
3,255,62738,404606,5449745286958,5449745691564,10.10.4.2,10.10.1.2,1,64,41574,5020,6,43688,43688
3,257,42309,331017,5449767053813,5449767384830,10.10.4.2,10.10.1.2,1,64,41574,5020,6,43878,43878
3,259,21880,341734,5449788903482,5449789245216,10.10.4.2,10.10.1.2,1,64,41574,5020,6,44068,44068
3,261,1451,350300,5449810713457,5449811063757,10.10.4.2,10.10.1.2,1,64,41574,5020,6,44258,44258
3,263,46557,276351,5449832507724,5449832784075,10.10.4.2,10.10.1.2,1,64,41574,5020,6,44448,44448
3,265,7668,343826,5449854317629,5449854661455,10.10.4.2,10.10.1.2,1,64,41574,5020,6,44633,44633
3,267,52518,379329,5449876095154,5449876474483,10.10.4.2,10.10.1.2,1,64,41574,5020,6,44823,44823
3,269,32089,335185,5449897588912,5449897924097,10.10.4.2,10.10.1.2,1,64,41574,5020,6,45013,45013
3,271,40275,334485,5449918494248,5449918828733,10.10.4.2,10.10.1.2,1,64,41574,5020,6,45193,45193
3,273,19846,347867,5449940248055,5449940595922,10.10.4.2,10.10.1.2,1,64,41574,5020,6,45383,45383
3,275,64952,332523,5449962092833,5449962425356,10.10.4.2,10.10.1.2,1,64,41574,5020,6,45573,45573
3,277,44523,381422,5449983858854,5449984240276,10.10.4.2,10.10.1.2,1,64,41574,5020,6,45763,45763
3,279,23838,406220,5450005759920,5450006166140,10.10.4.2,10.10.1.2,1,64,41574,5020,6,45953,45953
3,281,32024,339203,5450027551631,5450027890834,10.10.4.2,10.10.1.2,1,64,41574,5020,6,46133,46133
3,283,11595,347644,5450049343572,5450049691216,10.10.4.2,10.10.1.2,1,64,41574,5020,6,46323,46323
3,285,56701,239460,5450071163212,5450071402672,10.10.4.2,10.10.1.2,1,64,41574,5020,6,46513,46513
3,287,58818,378452,5450092967550,5450093346002,10.10.4.2,10.10.1.2,1,64,41574,5020,6,46707,46707
4,180,46500,160079973,5448927520137,5449087600110,10.10.4.2,10.10.3.2,2,63,41574,5020,6,36608,36608
4,182,54686,160089372,5448949378798,5449109468170,10.10.4.2,10.10.3.2,2,63,41574,5020,6,36788,36788
4,184,52717,161973898,5448971186823,5449133160721,10.10.4.2,10.10.3.2,2,63,41574,5020,6,36983,36983
4,186,32032,163079671,5448992991758,5449156071429,10.10.4.2,10.10.3.2,2,63,41574,5020,6,37173,37173
4,188,11603,164220560,5449014781659,5449179002219,10.10.4.2,10.10.3.2,2,63,41574,5020,6,37363,37363
4,190,56709,165508367,5449036662331,5449202170698,10.10.4.2,10.10.3.2,2,63,41574,5020,6,37553,37553
4,192,64895,165450170,5449058471604,5449223921774,10.10.4.2,10.10.3.2,2,63,41574,5020,6,37733,37733
4,194,62926,167529567,5449080136985,5449247666552,10.10.4.2,10.10.3.2,2,63,41574,5020,6,37928,37928
4,196,42241,168613660,5449101986438,5449270600098,10.10.4.2,10.10.3.2,2,63,41574,5020,6,38118,38118
